,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
140,2387,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,135.0,Somewhat clean,Neutral,Neutral, Krystle Bisco,In congue. Etiam justo.
141,3254,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified, Aileen Champerlen,Nulla mollis molestie lorem.
142,772,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,2018-12-31,90.0,Somewhat clean,Very safe,Very satisfied, Stephi Coupar,Phasellus in felis.
143,465,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,131.0,Average,Somewhat safe,Somewhat satsified, Doll Kilban,Morbi vel lectus in quam fringilla rhoncus.
144,374,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,2018-12-31,105.0,Somewhat clean,Neutral,Somewhat satsified, Shauna Devlin,Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus.
145,367,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,2018-12-31,135.0,Somewhat clean,Very safe,Somewhat satsified, Zerk Ing,Curabitur gravida nisi at nibh.
146,2113,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,514.0,Average,Somewhat safe,Somewhat satsified, Arlyn Fleischer,Nulla ac enim.
148,1970,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satsified, Zara Skullet,Suspendisse potenti. Nullam porttitor lacus at turpis.
149,1012,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,185.0,Clean,Very safe,Somewhat satsified, Tiffanie Niblock,Aliquam quis turpis eget elit sodales scelerisque.
150,1739,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,75.0000000000001,Somewhat clean,Somewhat safe,Very satisfied, Leandra Haughey,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
151,2004,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,170.0,Somewhat clean,Somewhat safe,Very satisfied, Kean Quiddinton,Nulla suscipit ligula in lacus.
152,2016,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,98.0000000000001,Clean,Very safe,Somewhat satsified, Angelika O'Hartagan,Mauris sit amet eros.
153,2262,Saturday,UNITED,BAKERSFIELD,West US,    Small,Gates 70-90,2018-12-31,166.0,Somewhat dirty,Very safe,Somewhat unsatisfied,Mr. Mercie Jeffcock,Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo.
154,2482,Friday,ALASKA,SALT LAKE CITY,West US,    Medium,Gates 1-12,2018-12-31,90.0,Somewhat clean,Neutral,Somewhat unsatisfied, Bengt Lindfors,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
155,2969,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,65.0000000000001,Clean,Very safe,Very satisfied, Noemi Helversen,Donec posuere metus vitae ipsum.
156,2575,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Clean,Somewhat safe,Very satisfied, Lotty Krout,Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla.
157,637,Thursday,ALASKA,NEW ORLEANS,Midwest US,Medium,Gates 50-59,2018-12-31,110.0,Clean,Very safe,Very satisfied, Dedra Quinnelly,In blandit ultrices enim.
158,2497,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,139.0,Somewhat clean,Somewhat safe,Somewhat satsified, Hynda Friary,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
160,1724,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,150.0,Clean,Very safe,Very satisfied, Shanna Ollenbuttel,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.
161,805,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160.0,Somewhat clean,Very safe,Neutral,Dr. Kata Mounch,Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.
162,3169,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,59.99999999999989,Average,Very safe,Somewhat satsified, Alessandro Lacroux,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
163,1090,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub     ,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified, Eli Trude,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
164,270,Thursday,UNITED,LOS ANGELES,West US,    Hub,Gates 70-90,2018-12-31,130.0,Clean,Very safe,Very satisfied, Eugen Stratton,Proin eu mi.
165,569,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified, Kort Downage,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
166,2319,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,220.0,Average,Very safe,Somewhat unsatisfied, Karleen Copp,Donec dapibus. Duis at velit eu est congue elementum.
167,3223,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,60.0,Clean,Very safe,Very satisfied, Francis Mattheissen,Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl.
168,2922,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified, Lorraine Reinhardt,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
169,13,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,90.0,Average,Somewhat safe,Somewhat satsified, Mariam Hilley,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
170,1719,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,510.0,Average,Somewhat safe,Neutral, Elsworth McCathie,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
171,3186,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,53.0,Average,Somewhat safe,Somewhat satsified, Delinda Swanton,Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl.
172,2157,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Clean,Very safe,Very satisfied, Clywd Charrington,Pellentesque at nulla. Suspendisse potenti.
173,1103,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,120.0,Clean,Very safe,Very satisfied, Heidie Hayhurst,Morbi non lectus.
174,2053,Friday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,90.0,Average,Somewhat safe,Neutral, Clementius Cuddon,Suspendisse ornare consequat lectus.
175,2353,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Somewhat satsified, Charla Langfield,Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.
176,3048,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,215.0,Somewhat clean,Very safe,Somewhat satsified, Constanta Learmonth,Aenean auctor gravida sem.
177,2143,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,123.0,Clean,Very safe,Somewhat satsified, Rodrigo Biddlestone,Suspendisse potenti.
178,1113,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,120.0,Clean,Very safe,Very satisfied, Myer Fiddeman,Pellentesque ultrices mattis odio.
180,1303,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,140.0,Clean,Very safe,Neutral, Colet Featonby,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
181,1261,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,195.0,Clean,Very safe,Somewhat satsified, Joyce Corselles,Mauris ullamcorper purus sit amet nulla. Quisque arcu libero rutrum ac lobortis vel dapibus at diam.
182,9004,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,335.0,Clean,Very safe,Very satisfied, Luelle Sancto,Pellentesque viverra pede ac diam.
183,1913,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,215.0,Clean,Very safe,Somewhat satsified, Allister Pavluk,Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl.
184,3035,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,216.0,Somewhat clean,Somewhat safe,Somewhat satsified, Enoch Mitchard,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
185,1542,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified, Aileen MacEnelly,Duis bibendum.
186,2352,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,155.0,Clean,Very safe,Somewhat satsified, Merwyn D'eathe,Etiam justo. Etiam pretium iaculis justo.
187,801,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Very satisfied, Allianora Sabater,Vestibulum quam sapien varius ut blandit non interdum in ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
189,529,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,240.0,Somewhat dirty,Somewhat safe,Neutral, Rikki Learoyd,Nam tristique tortor eu pede.
191,3107,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,247.0,Clean,Very safe,Very satisfied, Lesli Grisard,Duis ac nibh.
192,1785,Saturday,UNITED,RALEIGH-DURHAM,EAST US,    Medium,Gates 70-90,2018-12-31,130.0,Average,Neutral,Neutral, Rozanne Knightsbridge,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
193,202,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,85.0,Somewhat clean,Somewhat safe,Somewhat satsified, Julietta Tunnow,Nam tristique tortor eu pede.
194,883,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,145.0,Average,Very safe,Neutral, Egbert Scheffler,Nulla justo.
195,3142,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,45.0,Somewhat clean,Very safe,Somewhat satsified, Tiebout Mandre,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
196,3157,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,135.0,Somewhat clean,Very safe,Neutral, Claiborn Deverill,Morbi non quam nec dui luctus rutrum.
197,1894,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,235.0,Somewhat clean,Very safe,Somewhat satsified, Charissa Pulhoster,Phasellus in felis. Donec semper sapien a libero.
198,458,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,2018-12-31,250.0,Somewhat clean,Somewhat safe,Very satisfied, Newton Humphrey,Vivamus tortor.
199,2020,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,105.0,Somewhat clean,Neutral,Neutral, Ramon Simek,In hac habitasse platea dictumst.
200,312,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,182.0,Somewhat clean,Very safe,Very satisfied, Opal Bestar,Pellentesque at nulla. Suspendisse potenti.
201,2903,Friday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,195.0,Clean,Very safe,Very satisfied, Dolly Proppers,Aliquam erat volutpat.
202,2108,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,119.0,Somewhat clean,Very safe,Somewhat satsified, Ada Deshorts,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
203,339,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,180.0,Average,Neutral,Neutral, Simonne Smurfitt,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci.
204,2938,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,135.0,Average,Neutral,Neutral, Domingo Bugg,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
205,1396,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,295.0,Somewhat clean,Very safe,Neutral,Mr. Drusi Cuddon,Nunc purus. Phasellus in felis.
206,1843,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,55.00000000000011,Average,Somewhat safe,Somewhat satsified, Sheelah Jelks,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
207,3038,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,362.0,Somewhat clean,Somewhat safe,Somewhat satsified, Johnath Elvidge,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo sollicitudin ut suscipit a feugiat et eros.
208,1482,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,179.0,Somewhat clean,Very safe,Somewhat satsified, Josephina Vinall,Nulla justo.
209,2670,Tuesday,SOUTHWEST,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,260.0,Average,Very safe,Somewhat satsified, Jessa Pantry,Praesent lectus. Vestibulum quam sapien varius ut blandit non interdum in ante.
211,756,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Somewhat satsified, Matthiew Purver,In sagittis dui vel nisl. Duis ac nibh.
212,2128,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,243.0,Clean,Very safe,Somewhat satsified, Jaclyn Kordova,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
213,1514,Wednesday,INTERJET,GUADALAJARA,Canada/Mexico,Medium     ,Gates 1-12,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified, Clarette Rysdale,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
215,2481,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,89.0,Average,Somewhat safe,Neutral, Yolanthe Steere,Proin risus. Praesent lectus.
217,1150,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,49.9999999999998,Clean,Very safe,Very satisfied,Miss Tillie Braven,In hac habitasse platea dictumst.
218,1105,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Neutral,Somewhat satsified, Coleman Dinsale,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
219,2945,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,65.0,Somewhat clean,Somewhat safe,Somewhat satsified, Siusan Dulling,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
220,261,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,115.0,Clean,Very safe,Somewhat satsified, Marjory Hebblethwaite,Mauris lacinia sapien quis libero.
221,819,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,80.0,Somewhat clean,Neutral,Neutral, Roda Tatam,Fusce lacus purus aliquet at feugiat non pretium quis lectus. Suspendisse potenti.
223,2924,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satsified, Abigael Vlasyev,Nulla ut erat id mauris vulputate elementum.
224,2245,Thursday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,140.0,Average,Somewhat safe,Somewhat satsified, Lorna Broschek,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
225,238,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Very safe,Somewhat satsified, Arlena Bucklan,Aliquam quis turpis eget elit sodales scelerisque.
226,1077,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,385.0,Somewhat clean,Somewhat safe,Neutral, Stacey Balogh,Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue.
227,3176,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified, Erin Kirley,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
228,1798,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,175.0,Average,Neutral,Neutral, Dorrie Haynes,Aenean fermentum. Donec ut mauris eget massa tempor convallis.
229,1737,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,420.0,Somewhat clean,Somewhat safe,Very satisfied, Idalina Aikin,In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.
230,3264,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,390.0,Somewhat clean,Very safe,Very satisfied, Aindrea Jeannesson,Donec diam neque vestibulum eget vulputate ut ultrices vel augue.
231,2663,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,152.0,Clean,Somewhat safe,Somewhat satsified, Carole Parrott,Maecenas pulvinar lobortis est. Phasellus sit amet erat.
232,1321,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,276.0,Somewhat clean,Very safe,Neutral, Alexandr Cockerill,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
233,2377,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,2018-12-31,250.0,Average,Neutral,Somewhat satsified, Calypso Parfrey,Donec dapibus. Duis at velit eu est congue elementum.
234,3024,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified, Cleve Tombling,Pellentesque ultrices mattis odio. Donec vitae nisi.
235,713,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satsified, Merilee Chapellow,Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.
236,2385,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub     ,Gates 91-102,2018-12-31,515.0,Somewhat clean,Very safe,Somewhat satsified, Pearle O'Keefe,Nullam sit amet turpis elementum ligula vehicula consequat.
237,1732,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100.0,Somewhat clean,Neutral,Somewhat satsified, Kristel Indgs,Maecenas leo odio condimentum id luctus nec molestie sed justo.
238,2878,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Very satisfied,Miss Kayley McCloch,In eleifend quam a odio. In hac habitasse platea dictumst.
239,1607,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,200.0,Somewhat clean,Very safe,Neutral, Veradis Kyston,Duis mattis egestas metus. Aenean fermentum.
240,2562,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Somewhat satsified, Gusella O'Sheerin,Morbi a ipsum.
241,2682,Friday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,105.0,Somewhat clean,Somewhat safe,Neutral, Rubina Kewish,Maecenas pulvinar lobortis est.
242,1771,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied, Tamma Kindred,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.
243,3265,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,82.0,Clean,Somewhat safe,Somewhat satsified, Katharyn Stitch,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
244,2937,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,225.0,Average,Somewhat safe,Neutral,Dr. Gregoor Bigglestone,Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin risus.
245,2550,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,300.0,Clean,Very safe,Very satisfied, Vernice Gregersen,Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est.
246,810,Sunday,ALASKA,BALTIMORE,EAST US,    Medium,Gates 50-59,2018-12-31,170.0,Clean,Somewhat safe,Neutral, Alfredo Brombell,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
248,664,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified, Noam Nary,Phasellus in felis.
249,2894,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified, Wallis Thurber,Nam nulla.
250,2703,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,2018-12-31,150.0,Clean,Very safe,Somewhat satsified, Emmey Urian,Maecenas ut massa quis augue luctus tincidunt.
251,2364,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified, Stewart Haughton,In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.
252,1038,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral, Cassandra Von Der Empten,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
253,3030,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,150.0,Somewhat clean,Somewhat safe,Very satisfied, Al Birwhistle,Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante.
